order_id,order_date,customer_id,product_id,region,quantity,unit_price,discount_percent,fulfillment_days,delivery_delay,returned
127,2023-10-19,2698,328,West,4,437.97,20,7,0,1
128,2023-03-28,1825,337,West,6,177.64,20,11,0,0
129,2024-06-03,2049,278,South,3,233.27,20,10,0,0
130,2024-09-01,1112,291,West,9,472.96,5,1,0,0
131,2023-01-20,1969,289,East,5,147.64,10,3,1,0
132,2023-02-18,2071,222,North,6,134.94,20,6,1,0
133,2022-03-05,2923,356,West,9,432.3,15,6,1,0
134,2024-04-23,2925,333,East,9,304.32,10,4,0,0
135,2024-08-07,1677,386,West,7,156.67,0,2,0,0
136,2023-04-23,1457,383,West,4,196.23,0,3,0,0
137,2023-06-30,2654,241,East,4,21.28,0,7,1,0
138,2023-10-05,2146,278,North,1,164.35,0,2,0,0
139,2024-12-08,2334,398,West,5,467.07,5,11,0,0
140,2022-09-11,2779,253,East,5,307.92,5,10,1,0
141,2023-10-31,1477,258,West,9,204.93,20,1,0,0
142,2022-02-25,1770,290,East,5,60.82,5,10,1,0
143,2023-12-24,1324,250,South,2,163.23,10,5,0,0
144,2024-11-18,2865,375,East,4,60.15,15,9,0,0
145,2022-08-11,1987,227,South,5,304.7,15,11,0,0
146,2022-04-20,1335,301,East,6,480.91,15,4,1,0
147,2024-11-22,1358,353,South,3,361.0,15,8,0,0
148,2024-08-31,1360,203,North,3,286.97,0,7,0,0
149,2023-07-17,2914,342,East,6,368.04,5,11,0,0
150,2023-08-15,2472,390,South,8,24.32,15,10,0,1
151,2024-04-12,2818,210,East,3,274.85,10,3,0,0
152,2022-01-25,2193,289,West,7,414.28,5,8,0,0
153,2024-09-29,1184,379,East,2,211.58,0,5,0,0
154,2024-02-28,2795,226,West,4,312.36,20,4,0,0
155,2022-02-14,2090,382,South,4,309.01,20,8,0,0
156,2023-04-21,1428,261,West,5,200.4,20,4,0,0
157,2024-06-29,2723,278,South,3,126.91,0,7,1,1
158,2023-10-29,2501,326,East,7,371.72,20,8,0,0
159,2022-08-24,2162,373,East,2,37.26,5,9,0,0
160,2022-03-28,1012,385,South,2,125.88,20,3,0,0
161,2023-01-27,1573,398,East,1,102.99,10,3,0,0
162,2024-01-10,2361,339,West,5,487.58,5,11,0,0
163,2024-12-13,1168,244,East,1,26.75,5,3,0,0
164,2024-05-28,2210,358,West,1,404.02,10,2,0,1
165,2023-03-21,2562,382,East,5,380.59,5,10,0,0
166,2022-10-18,2742,301,West,7,274.49,0,5,0,0
167,2022-04-11,1610,381,South,1,439.62,20,3,0,0
168,2024-01-11,2044,259,North,9,239.68,5,3,0,0
169,2023-03-28,1140,213,North,1,229.78,15,7,0,0
170,2024-03-03,1323,296,North,1,255.67,10,8,0,0
171,2022-08-18,1952,397,East,2,26.78,15,2,0,0
172,2022-06-16,2725,204,North,4,299.44,15,1,0,0
173,2023-11-19,2956,293,South,2,204.63,5,11,0,0
174,2024-06-20,1559,350,East,5,494.1,20,4,0,0
175,2022-03-21,2405,291,North,7,349.61,0,3,1,0
176,2023-02-21,2171,395,East,8,231.43,20,11,0,0
177,2023-12-16,2124,332,West,9,389.39,0,1,0,0
178,2023-12-08,2779,326,West,1,221.24,15,11,0,0
179,2023-10-20,2391,344,West,8,390.83,5,7,0,0
180,2022-11-21,1656,360,West,1,236.33,10,2,0,0
181,2024-04-12,2682,209,West,7,24.32,5,5,0,0
182,2022-07-26,2140,299,North,9,434.92,20,9,0,1
183,2022-05-26,2602,220,South,7,254.54,5,1,0,0
184,2023-04-11,1329,207,East,6,166.6,0,1,0,0
185,2023-11-13,2072,285,West,5,352.1,15,8,0,0
186,2023-04-04,1841,223,South,8,469.84,10,11,0,0
187,2022-08-29,2475,341,West,5,243.99,5,4,0,0
188,2024-12-08,2335,236,West,1,210.96,10,11,0,1
189,2023-11-22,2719,282,North,2,90.79,0,1,0,1
190,2023-09-10,2644,398,East,5,158.46,15,2,0,0
191,2022-07-02,2991,218,West,1,93.99,20,7,0,0
192,2024-02-24,2018,277,South,5,402.33,20,3,0,0
193,2023-09-17,1232,227,East,4,348.69,10,7,0,1
194,2024-01-03,2002,391,East,5,332.07,15,4,0,0
195,2024-12-11,2163,242,South,9,205.65,15,5,0,0
196,2024-05-29,2122,270,East,8,123.12,5,10,0,0
197,2022-05-19,2464,349,South,3,41.5,10,2,0,0
198,2022-05-04,1075,219,North,4,84.6,5,1,0,0
199,2022-11-21,2591,210,North,9,412.04,15,4,0,0
200,2022-06-24,1823,343,West,6,42.94,10,9,0,0
201,2023-03-17,2925,319,South,5,131.4,10,5,0,0
202,2023-07-21,2385,205,South,9,422.96,10,2,0,0
203,2024-09-02,2920,323,North,3,492.63,10,7,0,0
204,2023-08-07,2416,321,West,2,140.81,5,9,0,0
205,2023-06-11,2320,289,North,5,483.79,15,10,0,0
206,2023-12-19,2356,206,East,3,498.88,0,3,0,0
207,2022-05-24,2051,202,West,1,48.79,15,4,1,1
208,2023-05-21,1466,252,West,3,82.83,10,5,0,0
209,2024-08-12,2748,304,North,4,363.23,10,6,0,0
210,2024-09-08,2939,225,East,9,154.11,0,8,0,0
211,2023-09-19,1223,382,East,2,189.24,10,1,0,0
212,2024-11-27,2396,216,East,5,150.48,15,1,0,0
213,2022-05-31,2715,250,North,9,287.4,0,10,0,0
214,2023-04-21,2519,287,East,3,235.51,10,11,0,0
215,2023-03-15,2568,207,North,1,42.87,5,11,0,0
216,2023-06-09,1042,227,South,8,46.56,0,1,0,0
217,2023-01-12,1397,399,South,6,124.35,5,9,0,0
218,2024-08-25,2231,389,North,3,285.95,5,4,0,0
219,2023-12-29,1559,269,North,5,51.12,20,2,1,0
220,2023-02-28,1106,278,East,8,291.99,5,4,0,1
221,2023-09-30,1089,301,East,3,458.6,5,11,0,0
222,2024-12-03,2164,274,East,6,55.59,5,11,0,0
223,2024-06-01,2369,365,West,3,346.78,20,9,0,0
224,2024-03-17,1573,234,South,1,182.73,10,11,0,0
225,2023-09-17,2992,278,East,7,251.81,10,2,0,1
226,2024-04-17,1663,283,West,7,435.98,10,5,1,0
227,2023-02-22,2308,262,South,3,301.64,10,5,1,0
228,2022-06-21,1305,296,North,5,48.04,20,8,0,0
229,2023-11-28,1855,216,South,8,168.28,10,4,0,0
230,2024-08-23,2646,211,North,4,231.92,0,9,0,0
231,2023-08-25,2386,240,South,2,262.38,20,9,0,0
232,2023-06-24,1076,314,South,2,239.95,15,1,0,0
233,2022-02-13,1837,315,East,8,231.94,10,10,0,0
234,2024-10-22,2901,261,South,3,285.92,0,7,1,0
235,2022-12-05,1361,253,North,6,489.94,0,2,0,0
236,2023-08-30,1375,229,West,2,172.03,5,9,0,0
237,2023-02-15,1174,235,West,4,444.1,10,4,0,0
238,2023-06-27,2532,227,South,5,216.36,5,2,0,0
239,2024-05-21,1030,220,South,7,371.58,20,7,0,0
240,2024-12-24,2570,374,West,2,213.43,0,8,1,1
241,2023-09-03,1296,276,East,9,332.98,0,3,0,0
242,2022-03-12,1739,329,West,4,265.4,15,9,1,0
243,2023-10-15,2719,344,South,7,48.18,20,11,0,0
244,2022-08-19,1787,361,North,6,421.2,20,10,0,0
245,2022-11-14,1437,317,North,7,398.97,20,8,0,0
246,2023-03-31,2352,223,North,1,339.52,20,7,0,0
247,2024-02-21,2110,305,South,1,139.47,5,10,0,0
248,2023-04-22,2933,382,East,5,284.45,0,8,0,0
249,2022-09-07,1853,211,West,4,340.36,20,8,0,0
250,2023-07-20,1485,313,South,5,161.79,15,9,0,0
251,2024-06-24,1011,207,West,1,272.05,15,11,0,1
252,2023-11-13,2265,207,North,1,370.94,10,2,0,0
253,2024-05-06,2112,305,North,8,49.63,15,9,0,0
254,2023-01-01,1656,356,North,1,63.71,15,5,0,0
255,2024-01-29,1772,298,North,3,211.39,0,4,1,0
256,2024-01-27,2540,366,East,5,101.05,10,10,0,0
257,2024-04-30,1057,206,East,2,264.49,0,2,0,1
258,2022-12-29,2027,350,West,3,103.44,0,8,0,1
259,2022-04-16,2165,220,West,2,166.13,20,9,0,0
260,2022-02-06,1090,378,East,5,250.5,10,2,0,0
261,2023-09-11,2254,340,South,2,384.32,20,10,0,0
262,2022-08-01,1776,232,North,3,374.29,20,6,0,1
263,2024-03-14,1451,349,East,3,69.81,0,8,0,0
264,2022-12-04,2298,210,East,6,133.39,5,4,0,0
265,2024-02-10,2324,209,South,8,230.72,0,4,0,0
266,2022-08-02,2227,226,East,9,204.29,5,11,0,0
267,2022-04-04,1712,262,West,7,450.34,20,8,0,0
268,2023-09-14,2345,261,South,3,82.11,10,3,0,0
269,2024-04-28,2996,296,South,8,301.04,20,2,0,0
270,2024-03-06,1273,241,East,8,151.63,10,10,0,0
271,2022-11-25,2621,212,North,5,156.11,15,9,0,0
272,2023-06-25,1437,235,South,7,382.4,15,10,0,0
273,2023-02-02,2559,320,South,7,265.99,0,3,0,0
274,2024-06-08,2653,266,West,7,484.99,15,10,1,0
275,2024-01-11,2650,243,South,8,351.02,0,8,0,0
276,2024-11-08,2788,256,East,5,25.29,5,3,0,0
277,2022-08-14,1395,320,North,6,121.12,0,6,0,1
278,2024-07-23,1834,292,South,7,471.67,5,2,0,0
279,2022-11-16,2803,303,North,1,105.96,5,11,0,0
280,2023-05-15,1699,373,North,3,160.7,5,4,1,0
281,2022-08-06,2274,254,South,7,89.82,15,8,0,0
282,2024-09-26,2305,356,East,1,473.0,0,2,0,1
283,2022-04-23,2802,237,East,6,494.99,0,7,0,0
284,2023-05-27,2931,362,North,1,147.45,0,10,0,0
285,2022-12-24,2085,272,South,7,51.25,20,9,0,0
286,2023-05-30,2920,249,West,7,114.77,20,10,1,0
287,2023-12-17,1248,340,West,3,250.96,15,3,0,0
288,2024-03-05,2489,244,South,7,370.8,5,7,0,0
289,2022-08-21,2082,229,North,9,400.99,20,10,0,0
290,2024-07-06,1317,316,West,8,33.47,5,9,1,0
291,2024-09-28,2326,316,East,3,469.25,10,6,0,0
292,2023-05-04,1781,396,North,6,143.69,5,4,1,0
293,2023-06-03,1391,297,North,3,436.36,20,1,1,0
294,2022-04-07,2017,317,East,4,476.41,10,6,1,0
295,2022-04-11,2619,281,West,8,144.69,15,11,0,0
296,2022-12-10,1194,238,East,6,440.37,20,10,0,0
297,2022-07-23,1739,216,South,2,395.25,0,8,1,0
298,2023-01-15,2257,316,East,7,498.69,10,4,0,1
299,2023-06-29,2682,386,West,1,172.57,15,7,1,0
300,2023-11-21,1519,291,West,5,305.39,10,1,0,0
301,2024-09-25,1100,276,West,8,338.38,10,3,0,0
302,2022-05-09,1757,328,South,9,326.58,0,11,0,0
303,2024-07-03,1890,379,West,1,450.92,5,4,0,0
304,2024-03-06,2563,262,West,9,426.04,20,9,0,0
305,2023-10-31,2565,260,North,5,206.05,15,11,0,0
306,2023-07-19,1368,321,West,5,289.23,15,4,0,0
307,2024-01-05,1653,396,North,9,77.58,15,8,1,0
308,2024-03-29,1027,368,South,7,39.95,0,4,0,0
309,2024-03-25,2824,361,East,8,372.18,0,2,0,1
310,2023-06-04,1276,312,East,6,352.65,10,9,0,1
311,2022-09-30,1989,313,South,3,238.97,10,2,0,0
312,2024-01-14,2956,334,South,5,476.21,15,1,1,0
313,2024-06-26,2828,216,North,5,277.44,20,5,0,0
314,2024-10-15,1972,313,North,4,459.06,15,3,0,0
315,2022-12-27,2362,377,South,6,473.35,5,9,0,0
316,2022-06-18,1126,243,South,9,148.39,10,6,0,0
317,2024-08-02,1484,264,East,4,168.28,0,6,0,0
318,2023-03-27,2685,301,South,9,83.85,20,9,0,0
319,2024-01-03,1195,362,West,2,480.27,20,8,0,0
320,2023-12-06,1417,272,East,5,488.58,15,5,0,0
321,2024-01-14,2794,349,East,1,431.1,20,2,0,0
322,2023-10-20,1565,306,North,2,292.92,20,1,0,0
323,2024-02-02,1965,390,North,8,316.82,20,2,1,0
324,2023-02-22,1207,214,West,5,64.79,15,10,0,0
325,2023-06-07,2991,337,West,2,456.24,0,2,0,0
326,2024-11-18,1193,261,East,8,146.5,20,3,0,0
327,2024-08-29,1001,367,West,7,45.0,20,1,0,1
328,2024-06-20,2803,225,South,6,197.52,0,2,0,0
329,2023-10-08,1519,366,South,9,373.64,10,1,0,0
330,2024-06-08,1813,227,North,7,291.04,15,6,0,0
331,2022-02-12,2649,262,East,4,251.89,0,7,1,0
332,2022-11-09,2336,330,East,9,256.55,20,7,0,1
333,2023-08-14,1811,318,South,9,390.84,15,5,0,0
334,2023-01-09,1600,373,North,1,67.17,5,6,0,0
335,2023-12-23,1608,233,North,5,22.27,15,3,0,0
336,2023-05-17,2692,214,South,8,158.39,15,10,0,0
337,2024-02-27,1346,275,West,4,482.41,20,2,0,0
338,2022-06-03,1726,292,North,4,32.17,10,4,0,0
339,2022-11-30,1266,253,West,4,230.16,10,11,0,1
340,2024-02-24,2583,359,North,4,123.2,15,3,0,0
341,2024-06-05,2028,332,North,1,246.65,15,4,1,0
342,2023-10-30,2218,388,South,3,430.74,10,9,0,0
343,2024-08-04,2266,256,South,4,233.23,15,4,0,0
344,2024-04-16,2119,319,North,5,60.49,10,9,1,0
345,2024-04-24,2870,257,North,4,454.04,15,9,1,0
346,2022-12-19,1311,329,South,7,356.39,10,1,0,1
347,2022-12-23,2580,327,South,5,209.67,0,8,1,0
348,2023-05-22,1810,376,North,4,257.45,20,4,1,0
349,2024-06-27,2167,300,North,4,278.31,10,1,0,0
350,2024-07-03,1873,396,North,6,247.41,10,2,0,0
351,2022-05-25,1940,223,North,9,165.73,15,11,1,0
352,2024-08-14,2809,246,North,4,159.52,15,6,1,0
353,2022-10-15,1953,380,East,8,187.95,5,3,0,0
354,2023-09-04,2075,248,North,7,452.59,15,5,0,0
355,2024-03-03,2051,330,West,3,261.42,5,3,0,1
356,2024-08-16,2720,354,South,3,274.51,15,10,0,0
357,2024-07-04,1405,394,South,7,70.62,5,3,0,0
358,2022-01-05,2074,246,West,1,224.14,20,1,0,0
359,2023-07-06,2084,261,East,5,369.08,15,11,1,0
360,2022-05-05,2785,220,West,1,304.2,15,4,0,0
361,2024-12-27,1384,262,East,1,86.16,15,10,1,0
362,2022-06-12,2396,388,North,8,135.41,20,6,0,0
363,2022-02-12,2896,294,North,1,66.94,5,2,0,0
364,2023-12-24,1423,235,East,9,139.76,0,4,0,0
365,2024-11-28,1836,346,North,3,452.33,5,4,0,0
366,2023-01-14,2205,348,West,9,483.09,5,1,0,0
367,2022-05-03,2260,357,South,9,404.82,15,4,0,0
368,2022-08-08,1730,281,South,7,448.55,0,8,0,0
369,2023-05-17,1121,240,South,3,239.69,15,4,0,0
370,2022-10-24,2939,276,East,9,355.93,0,6,0,1
371,2022-07-17,2413,329,North,8,77.55,0,1,0,0
372,2023-06-02,1564,203,South,1,222.77,5,1,0,0
373,2022-01-08,2356,352,South,2,278.98,20,1,0,0
374,2024-03-16,1061,203,West,6,264.95,20,6,0,0
375,2024-05-23,2623,270,West,5,29.41,20,1,0,0
376,2022-12-01,2510,258,West,2,160.35,0,11,0,0
377,2023-06-24,2528,388,East,4,232.6,20,8,0,0
378,2023-11-23,2214,274,West,5,301.77,5,11,0,0
379,2024-11-20,2379,290,South,2,170.04,0,3,0,0
380,2024-07-28,2418,314,East,8,302.34,5,9,0,0
381,2022-06-24,1420,336,North,7,61.81,10,3,0,1
382,2024-10-30,1224,229,South,2,44.44,10,10,0,0
383,2024-04-15,1787,378,South,6,173.87,10,10,0,0
384,2024-08-21,2618,277,West,7,56.65,15,6,1,0
385,2024-04-02,2804,200,South,4,306.32,15,10,0,0
386,2023-11-09,1538,208,West,8,329.3,5,8,1,1
387,2024-09-16,1102,293,North,3,183.21,5,4,0,0
388,2023-02-07,2041,326,South,5,434.22,20,4,1,0
389,2022-12-01,1060,215,East,3,153.81,10,4,0,0
390,2023-03-31,1501,376,South,6,447.66,15,1,0,0
391,2024-09-15,1143,394,West,4,465.54,10,2,0,0
392,2024-12-12,1860,373,East,3,120.62,15,8,0,1
393,2023-01-30,2318,303,East,9,348.38,15,8,0,0
394,2022-03-05,2571,291,East,2,358.11,0,5,0,0
395,2023-10-21,1388,230,East,3,408.59,5,2,0,0
396,2024-07-21,2739,340,South,2,415.69,5,2,1,0
397,2022-06-07,2295,309,East,9,170.26,15,8,0,0
398,2024-11-29,1422,240,South,5,268.65,0,10,0,0
399,2024-03-07,1650,254,East,7,439.04,20,2,0,0
400,2022-01-30,1037,318,South,5,219.0,20,4,0,0
401,2022-12-13,2265,253,East,5,20.11,10,9,0,0
402,2024-08-14,1203,320,East,1,120.12,0,1,1,0
403,2022-03-13,1110,264,North,4,142.5,0,1,0,0
404,2024-06-22,2432,212,West,1,164.44,5,9,0,0
405,2023-04-13,2364,235,South,7,24.18,5,7,0,0
406,2022-07-04,1605,248,North,6,53.5,10,4,0,0
407,2024-07-17,2400,274,East,4,439.5,15,11,0,0
408,2023-12-18,2571,375,South,5,254.78,15,6,0,0
409,2022-06-29,1097,311,West,9,445.15,0,1,0,0
410,2023-06-27,2768,366,West,6,55.44,15,9,0,1
411,2022-09-19,1911,234,West,1,180.25,20,3,0,0
412,2022-04-06,1759,219,North,1,367.85,15,11,1,0
413,2024-11-12,2028,276,North,7,247.27,20,4,0,0
414,2024-09-25,1390,210,North,7,96.94,10,6,0,0
415,2023-02-07,1636,240,South,7,190.81,10,9,1,0
416,2022-08-10,1574,302,East,5,426.89,20,2,0,0
417,2022-01-19,2687,301,South,7,63.8,20,7,1,1
418,2022-02-22,1635,277,East,5,265.18,20,6,1,0
419,2022-05-03,2186,251,West,4,310.56,0,11,0,1
420,2024-01-09,2058,270,South,2,319.41,5,8,0,1
421,2023-01-13,2511,252,North,2,61.31,10,5,0,0
422,2022-06-23,2918,315,North,5,400.37,10,2,0,0
423,2024-01-18,2116,269,North,9,218.02,10,1,0,0
424,2024-08-05,2166,282,West,6,443.67,0,1,0,0
425,2022-12-09,1096,352,West,9,198.89,10,11,0,0
426,2024-02-23,2636,202,South,9,435.35,0,2,0,1
427,2023-02-17,1257,309,South,3,477.01,20,7,0,0
428,2024-03-06,2927,358,North,3,92.4,0,5,0,0
429,2024-10-18,2566,361,South,4,405.33,0,2,0,0
430,2022-05-28,2538,354,North,5,92.69,0,3,0,0
431,2024-04-18,2517,239,West,5,333.79,15,3,0,0
432,2022-12-11,2922,349,East,4,216.23,0,8,0,0
433,2024-10-15,1835,213,West,1,172.15,5,1,0,0
434,2022-08-03,2841,285,North,2,96.94,15,1,0,0
435,2023-08-29,2172,284,South,8,484.76,10,3,0,0
436,2022-09-29,2071,302,South,3,296.59,15,11,0,0
437,2023-01-07,2435,290,North,4,108.79,0,10,0,0
438,2022-06-18,1484,249,East,4,264.74,15,8,0,0
439,2023-11-16,1227,310,West,7,80.52,0,11,0,0
440,2022-10-01,2931,260,North,3,206.95,20,7,0,0
441,2024-05-25,1697,221,West,6,103.39,20,6,1,0
442,2023-08-24,1283,382,East,7,147.35,5,3,0,0
443,2022-08-29,2765,330,North,7,129.22,20,3,0,0
444,2024-08-25,2783,247,North,2,274.06,10,8,0,0
445,2023-05-16,2517,300,East,8,268.97,15,7,0,0
446,2022-01-15,2625,313,North,5,428.6,15,11,0,0
447,2023-11-08,2183,220,East,8,209.24,5,10,0,0
448,2024-11-16,2583,299,North,2,64.82,10,10,0,0
449,2024-07-17,1045,277,South,8,315.14,0,5,0,0
450,2024-06-16,2969,376,North,8,39.18,20,6,1,0
451,2023-05-17,2180,252,South,8,127.5,20,11,0,0
452,2024-11-12,2763,296,East,8,484.13,5,8,1,0
453,2024-05-12,2399,314,North,9,276.52,20,3,0,1
454,2023-06-18,2115,299,North,2,379.24,0,8,0,0
455,2022-07-16,2563,379,South,1,419.4,10,4,0,0
456,2024-08-21,1175,239,West,4,167.69,15,8,0,0
457,2023-10-14,2971,265,South,2,286.14,0,8,0,0
458,2023-01-13,2261,357,East,2,31.19,20,1,0,0
459,2024-04-24,2650,307,West,9,66.04,10,5,0,0
460,2023-08-04,1928,209,North,3,425.83,20,7,0,0
461,2022-06-23,1463,229,North,4,281.72,5,10,0,0
462,2023-07-07,1740,287,North,8,367.97,15,1,0,0
463,2024-02-15,2041,255,West,5,315.66,0,2,0,0
